IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
141.147.178.135,2087,2087,true,HKG,Asia Pacific,Hong Kong,140,0.00
132.145.120.103,80,0,false,HKG,Asia Pacific,Hong Kong,140,0.00
132.145.121.123,8080,8080,false,HKG,Asia Pacific,Hong Kong,140,0.00
150.230.219.83,2053,2053,true,HKG,Asia Pacific,Hong Kong,141,0.00
150.230.214.218,80,80,false,HKG,Asia Pacific,Hong Kong,141,0.00
141.147.168.13,2083,2083,true,HKG,Asia Pacific,Hong Kong,141,0.00
150.230.219.83,2096,0,true,HKG,Asia Pacific,Hong Kong,141,0.00
140.238.52.81,2086,0,false,HKG,Asia Pacific,Hong Kong,141,0.00
141.147.174.190,8443,8443,true,HKG,Asia Pacific,Hong Kong,141,0.00
132.145.120.115,80,0,false,HKG,Asia Pacific,Hong Kong,141,0.00
158.179.188.7,2052,2052,false,HKG,Asia Pacific,Hong Kong,141,0.00
158.179.186.251,8880,8880,false,HKG,Asia Pacific,Hong Kong,141,0.00
150.230.200.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,141,0.00
158.101.139.42,80,80,false,HKG,Asia Pacific,Hong Kong,141,0.00
141.147.168.159,8443,8443,true,HKG,Asia Pacific,Hong Kong,142,0.00
158.101.139.42,2086,0,false,HKG,Asia Pacific,Hong Kong,142,0.00
158.101.140.255,2096,0,true,HKG,Asia Pacific,Hong Kong,142,0.00
141.147.178.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,142,0.00
158.179.188.7,8880,8880,false,HKG,Asia Pacific,Hong Kong,142,0.00
150.230.205.56,2087,2087,true,HKG,Asia Pacific,Hong Kong,142,0.00
158.179.186.234,2052,2052,false,HKG,Asia Pacific,Hong Kong,142,0.00
141.147.170.160,2053,2053,true,HKG,Asia Pacific,Hong Kong,142,0.00
141.147.167.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,142,0.00
168.138.200.155,2053,0,true,HKG,Asia Pacific,Hong Kong,142,0.00
158.101.142.103,2095,2095,false,HKG,Asia Pacific,Hong Kong,142,0.00
131.186.45.88,8880,0,false,HKG,Asia Pacific,Hong Kong,142,0.00
158.101.144.34,2086,2086,false,HKG,Asia Pacific,Hong Kong,142,0.00
150.230.219.168,8443,8443,true,HKG,Asia Pacific,Hong Kong,142,0.00
150.230.208.113,2053,2053,true,HKG,Asia Pacific,Hong Kong,142,0.00
158.179.186.138,2082,2082,false,HKG,Asia Pacific,Hong Kong,142,0.00
150.230.216.34,2087,2087,true,HKG,Asia Pacific,Hong Kong,142,0.00
132.145.113.148,8880,0,false,HKG,Asia Pacific,Hong Kong,142,0.00
158.179.186.234,8880,0,false,HKG,Asia Pacific,Hong Kong,142,0.00
158.179.186.123,8080,8080,false,HKG,Asia Pacific,Hong Kong,142,0.00
158.179.190.253,8880,8880,false,HKG,Asia Pacific,Hong Kong,142,0.00
158.179.186.138,2095,2095,false,HKG,Asia Pacific,Hong Kong,142,0.00
168.138.207.64,8443,8443,true,HKG,Asia Pacific,Hong Kong,142,0.00
158.101.95.113,8443,8443,true,HKG,Asia Pacific,Hong Kong,142,0.00
132.145.112.247,2096,0,true,HKG,Asia Pacific,Hong Kong,142,0.00
168.138.207.64,2083,2083,true,HKG,Asia Pacific,Hong Kong,142,0.00
141.147.178.135,8443,8443,true,HKG,Asia Pacific,Hong Kong,143,0.00
131.186.59.94,8080,0,false,HKG,Asia Pacific,Hong Kong,143,0.00
168.138.200.155,8443,8443,true,HKG,Asia Pacific,Hong Kong,143,0.00
150.230.219.168,2052,2052,false,HKG,Asia Pacific,Hong Kong,143,0.00
150.230.214.218,2087,2087,true,HKG,Asia Pacific,Hong Kong,143,0.00
158.101.131.218,8880,0,false,HKG,Asia Pacific,Hong Kong,143,0.00
158.101.137.74,2083,0,true,HKG,Asia Pacific,Hong Kong,143,0.00
150.230.205.56,8443,8443,true,HKG,Asia Pacific,Hong Kong,143,0.00
150.230.213.95,8443,0,true,HKG,Asia Pacific,Hong Kong,143,0.00
141.147.168.159,2087,2087,true,HKG,Asia Pacific,Hong Kong,143,0.00
131.186.40.31,2096,0,true,HKG,Asia Pacific,Hong Kong,143,0.00
141.147.183.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,143,0.00
131.186.59.94,8443,0,true,HKG,Asia Pacific,Hong Kong,143,0.00
150.230.202.132,2087,2087,true,HKG,Asia Pacific,Hong Kong,144,0.00
158.179.189.106,2083,0,true,HKG,Asia Pacific,Hong Kong,144,0.00
158.101.140.154,8080,0,false,HKG,Asia Pacific,Hong Kong,144,0.00
150.230.192.173,8080,8080,false,HKG,Asia Pacific,Hong Kong,144,0.00
168.138.207.64,2087,2087,true,HKG,Asia Pacific,Hong Kong,144,0.00
168.138.207.64,2053,2053,true,HKG,Asia Pacific,Hong Kong,144,0.00
158.179.189.106,2082,0,false,HKG,Asia Pacific,Hong Kong,144,0.00
158.179.186.138,2083,2083,true,HKG,Asia Pacific,Hong Kong,144,0.00
158.179.186.234,8080,8080,false,HKG,Asia Pacific,Hong Kong,144,0.00
168.138.200.159,2082,2082,false,HKG,Asia Pacific,Hong Kong,145,0.00
168.138.197.222,2083,2083,true,HKG,Asia Pacific,Hong Kong,145,0.00
150.230.208.83,8880,8880,false,HKG,Asia Pacific,Hong Kong,145,0.00
150.230.219.168,2083,2083,true,HKG,Asia Pacific,Hong Kong,145,0.00
158.179.189.106,2052,2052,false,HKG,Asia Pacific,Hong Kong,145,0.00
158.101.131.218,2095,2095,false,HKG,Asia Pacific,Hong Kong,145,0.00
150.230.214.218,8443,8443,true,HKG,Asia Pacific,Hong Kong,145,0.00
158.179.186.234,2095,2095,false,HKG,Asia Pacific,Hong Kong,145,0.00
168.138.206.68,2053,2053,true,HKG,Asia Pacific,Hong Kong,145,0.00
158.101.139.42,2052,0,false,HKG,Asia Pacific,Hong Kong,145,0.00
132.145.114.4,2082,0,false,HKG,Asia Pacific,Hong Kong,146,0.00
141.147.175.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,146,0.00
158.179.186.251,2095,2095,false,HKG,Asia Pacific,Hong Kong,146,0.00
132.145.121.123,8443,0,true,HKG,Asia Pacific,Hong Kong,146,0.00
150.230.217.63,2096,2096,true,HKG,Asia Pacific,Hong Kong,146,0.00
158.179.188.7,80,0,false,HKG,Asia Pacific,Hong Kong,146,0.00
168.138.200.159,2083,0,true,HKG,Asia Pacific,Hong Kong,146,0.00
158.101.136.239,2083,2083,true,HKG,Asia Pacific,Hong Kong,146,0.00
150.230.208.83,2087,2087,true,HKG,Asia Pacific,Hong Kong,146,0.00
168.138.205.38,2096,2096,true,HKG,Asia Pacific,Hong Kong,146,0.00
150.230.208.113,2052,2052,false,HKG,Asia Pacific,Hong Kong,146,0.00
150.230.219.168,80,80,false,HKG,Asia Pacific,Hong Kong,146,0.00
158.101.142.103,8443,0,true,HKG,Asia Pacific,Hong Kong,147,0.00
141.147.183.96,8443,8443,true,SIN,Asia Pacific,Singapore,147,0.00
158.101.140.252,2095,0,false,HKG,Asia Pacific,Hong Kong,147,0.00
132.145.121.125,80,0,false,HKG,Asia Pacific,Hong Kong,147,0.00
132.145.120.103,2096,0,true,HKG,Asia Pacific,Hong Kong,147,0.00
150.230.201.162,2086,2086,false,HKG,Asia Pacific,Hong Kong,147,0.00
132.145.121.125,8880,0,false,HKG,Asia Pacific,Hong Kong,147,0.00
132.145.120.197,8443,0,true,HKG,Asia Pacific,Hong Kong,147,0.00
158.179.189.106,8080,8080,false,HKG,Asia Pacific,Hong Kong,147,0.00
168.138.206.236,2083,2083,true,HKG,Asia Pacific,Hong Kong,147,0.00
150.230.202.132,8443,8443,true,HKG,Asia Pacific,Hong Kong,147,0.00
141.147.182.76,2083,2083,true,HKG,Asia Pacific,Hong Kong,147,0.00
141.147.183.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,147,0.00
158.179.188.159,2086,2086,false,HKG,Asia Pacific,Hong Kong,147,0.00
141.147.162.204,2096,2096,true,HKG,Asia Pacific,Hong Kong,147,0.00
132.145.112.168,2083,0,true,HKG,Asia Pacific,Hong Kong,147,0.00
150.230.214.218,2053,0,true,HKG,Asia Pacific,Hong Kong,147,0.00
141.147.175.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,148,0.00
141.147.167.40,2083,2083,true,SIN,Asia Pacific,Singapore,148,0.00
158.179.190.253,2082,0,false,HKG,Asia Pacific,Hong Kong,148,0.00
150.230.216.34,2086,2086,false,HKG,Asia Pacific,Hong Kong,148,0.00
150.230.201.162,2053,2053,true,HKG,Asia Pacific,Hong Kong,148,0.00
150.230.216.34,2052,2052,false,HKG,Asia Pacific,Hong Kong,148,0.00
158.101.136.239,8080,8080,false,HKG,Asia Pacific,Hong Kong,148,0.00
158.179.190.253,2052,2052,false,HKG,Asia Pacific,Hong Kong,148,0.00
150.230.196.73,2053,2053,true,SIN,Asia Pacific,Singapore,148,0.00
141.147.178.115,2053,2053,true,HKG,Asia Pacific,Hong Kong,148,0.00
141.147.178.202,2096,2096,true,HKG,Asia Pacific,Hong Kong,148,0.00
132.145.114.4,2083,0,true,HKG,Asia Pacific,Hong Kong,148,0.00
158.179.188.159,2095,2095,false,HKG,Asia Pacific,Hong Kong,149,0.00
132.145.121.242,2095,0,false,HKG,Asia Pacific,Hong Kong,149,0.00
150.230.192.173,2087,2087,true,HKG,Asia Pacific,Hong Kong,149,0.00
150.230.199.118,2053,2053,true,HKG,Asia Pacific,Hong Kong,149,0.00
132.145.112.168,80,80,false,SIN,Asia Pacific,Singapore,149,0.00
150.230.212.87,80,80,false,HKG,Asia Pacific,Hong Kong,149,0.00
150.230.205.56,2052,2052,false,HKG,Asia Pacific,Hong Kong,149,0.00
158.101.140.255,8080,0,false,HKG,Asia Pacific,Hong Kong,149,0.00
150.230.212.213,2086,2086,false,HKG,Asia Pacific,Hong Kong,149,0.00
158.179.188.159,8880,0,false,HKG,Asia Pacific,Hong Kong,149,0.00
131.186.43.207,2086,0,false,HKG,Asia Pacific,Hong Kong,150,0.00
132.145.112.168,8443,0,true,HKG,Asia Pacific,Hong Kong,150,0.00
150.230.196.73,2052,2052,false,HKG,Asia Pacific,Hong Kong,150,0.00
150.230.213.95,2053,2053,true,SIN,Asia Pacific,Singapore,150,0.00
141.147.168.13,2087,2087,true,HKG,Asia Pacific,Hong Kong,150,0.00
158.179.186.123,2087,2087,true,HKG,Asia Pacific,Hong Kong,150,0.00
132.145.121.123,2095,0,false,HKG,Asia Pacific,Hong Kong,150,0.00
158.101.142.103,8080,8080,false,HKG,Asia Pacific,Hong Kong,150,0.00
141.147.182.76,2096,2096,true,SIN,Asia Pacific,Singapore,150,0.00
150.230.212.213,2095,2095,false,HKG,Asia Pacific,Hong Kong,150,0.00
141.147.182.70,2083,2083,true,NRT,Asia Pacific,Tokyo,151,0.00
158.101.140.255,2083,2083,true,HKG,Asia Pacific,Hong Kong,151,0.00
158.179.186.251,8080,8080,false,HKG,Asia Pacific,Hong Kong,151,0.00
141.147.170.160,2087,2087,true,HKG,Asia Pacific,Hong Kong,152,0.00
168.138.197.222,2087,2087,true,HKG,Asia Pacific,Hong Kong,152,0.00
150.230.216.34,2082,2082,false,SIN,Asia Pacific,Singapore,152,0.00
158.179.186.138,8880,8880,false,SIN,Asia Pacific,Singapore,152,0.00
150.230.199.118,2052,2052,false,HKG,Asia Pacific,Hong Kong,152,0.00
131.186.45.88,80,80,false,HKG,Asia Pacific,Hong Kong,153,0.00
158.179.189.106,2095,2095,false,HKG,Asia Pacific,Hong Kong,153,0.00
158.179.189.106,80,80,false,SIN,Asia Pacific,Singapore,153,0.00
150.230.213.95,2052,2052,false,HKG,Asia Pacific,Hong Kong,153,0.00
132.145.114.4,2086,0,false,HKG,Asia Pacific,Hong Kong,153,0.00
130.61.12.214,443,0,true,FRA,Europe,Frankfurt,153,0.00
150.230.212.87,2087,2087,true,HKG,Asia Pacific,Hong Kong,153,0.00
158.179.188.7,8080,8080,false,HKG,Asia Pacific,Hong Kong,153,0.00
150.230.201.162,8080,8080,false,HKG,Asia Pacific,Hong Kong,154,0.00
168.138.206.236,2053,2053,true,SIN,Asia Pacific,Singapore,154,0.00
131.186.61.45,2096,0,true,HKG,Asia Pacific,Hong Kong,154,0.00
150.230.212.87,8443,0,true,HKG,Asia Pacific,Hong Kong,154,0.00
141.147.181.148,2096,2096,true,HKG,Asia Pacific,Hong Kong,155,0.00
141.147.167.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,155,0.00
158.179.190.253,2095,2095,false,HKG,Asia Pacific,Hong Kong,155,0.00
158.101.140.255,2086,2086,false,HKG,Asia Pacific,Hong Kong,155,0.00
158.179.186.234,2082,0,false,HKG,Asia Pacific,Hong Kong,155,0.00
150.230.205.56,2053,0,true,HKG,Asia Pacific,Hong Kong,155,0.00
150.230.208.83,8443,8443,true,SIN,Asia Pacific,Singapore,155,0.00
158.179.189.106,8443,8443,true,SIN,Asia Pacific,Singapore,155,0.00
158.179.188.7,2082,2082,false,SIN,Asia Pacific,Singapore,156,0.00
150.230.219.168,2096,2096,true,SIN,Asia Pacific,Singapore,156,0.00
158.179.186.251,2082,0,false,SIN,Asia Pacific,Singapore,157,0.00
158.101.140.154,2086,2086,false,HKG,Asia Pacific,Hong Kong,157,0.00
131.186.63.127,80,0,false,SIN,Asia Pacific,Singapore,157,0.00
150.230.193.89,2083,2083,true,HKG,Asia Pacific,Hong Kong,157,0.00
158.179.186.251,80,0,false,HKG,Asia Pacific,Hong Kong,161,0.00
158.179.188.7,2086,2086,false,SIN,Asia Pacific,Singapore,162,0.00
158.101.142.103,2086,2086,false,SIN,Asia Pacific,Singapore,163,0.00
168.138.200.159,2053,0,true,HKG,Asia Pacific,Hong Kong,163,0.00
131.186.63.184,80,80,false,SIN,Asia Pacific,Singapore,164,0.00
158.101.137.74,2052,0,false,SIN,Asia Pacific,Singapore,164,0.00
132.145.114.4,8880,8880,false,SIN,Asia Pacific,Singapore,165,0.00
150.230.208.83,2053,0,true,HKG,Asia Pacific,Hong Kong,165,0.00
143.47.182.76,80,0,false,AMS,Europe,Amsterdam,166,0.00
129.150.48.166,80,0,false,SIN,Asia Pacific,Singapore,167,0.00
141.147.175.230,2083,2083,true,HKG,Asia Pacific,Hong Kong,169,0.00
143.47.243.144,2053,0,true,LHR,Europe,London,169,0.00
130.162.181.174,443,443,true,FRA,Europe,Frankfurt,169,0.00
158.179.190.253,80,80,false,SIN,Asia Pacific,Singapore,171,0.00
158.178.149.128,80,0,false,YUL,North America,Montréal,171,0.00
158.179.202.138,80,0,false,ARN,Europe,Stockholm,173,0.00
143.47.239.77,443,443,true,FRA,Europe,Frankfurt,173,0.00
141.147.61.116,8443,443,true,FRA,Europe,Frankfurt,174,0.00
143.47.249.235,443,443,true,FRA,Europe,Frankfurt,175,0.00
165.1.78.81,80,0,false,SJC,North America,San Jose,175,0.00
141.147.166.189,2083,2083,true,SIN,Asia Pacific,Singapore,175,0.00
130.61.71.194,443,0,true,FRA,Europe,Frankfurt,176,0.00
129.146.169.119,443,443,true,LAX,North America,Los Angeles,177,0.00
141.147.94.225,443,0,true,LHR,Europe,London,179,0.00
129.146.60.210,443,443,true,LAX,North America,Los Angeles,179,0.00
146.235.199.6,443,443,true,SJC,North America,San Jose,179,0.00
143.47.243.144,8443,443,true,LHR,Europe,London,180,0.00
141.147.178.202,8443,8443,true,LAX,North America,Los Angeles,180,0.00
150.230.44.131,8443,0,true,SJC,North America,San Jose,182,0.00
192.9.235.224,80,0,false,SJC,North America,San Jose,182,0.00
130.162.211.207,8443,443,true,FRA,Europe,Frankfurt,182,0.00
130.162.171.122,443,443,true,FRA,Europe,Frankfurt,183,0.00
143.47.238.29,443,443,true,FRA,Europe,Frankfurt,184,0.00
150.230.122.76,443,443,true,LHR,Europe,London,184,0.00
150.230.219.83,8443,8443,true,HKG,Asia Pacific,Hong Kong,186,0.00
130.162.170.157,443,0,true,FRA,Europe,Frankfurt,186,0.00
158.101.139.42,8080,0,false,HKG,Asia Pacific,Hong Kong,186,0.00
158.179.186.138,8080,8080,false,HKG,Asia Pacific,Hong Kong,186,0.00
158.101.144.34,8880,0,false,LAX,North America,Los Angeles,187,0.00
192.9.230.211,80,0,false,SJC,North America,San Jose,188,0.00
168.138.200.159,2096,2096,true,HKG,Asia Pacific,Hong Kong,188,0.00
130.162.191.196,443,0,true,FRA,Europe,Frankfurt,188,0.00
152.70.166.114,443,0,true,FRA,Europe,Frankfurt,189,0.00
143.47.239.147,443,443,true,FRA,Europe,Frankfurt,189,0.00
158.101.137.74,8880,0,false,HKG,Asia Pacific,Hong Kong,190,0.00
143.47.179.147,443,443,true,FRA,Europe,Frankfurt,191,0.00
141.148.235.20,443,443,true,FRA,Europe,Frankfurt,191,0.00
141.147.160.86,2087,2087,true,HKG,Asia Pacific,Hong Kong,193,0.00
143.47.236.25,443,443,true,FRA,Europe,Frankfurt,196,0.00
143.47.253.224,443,0,true,FRA,Europe,Frankfurt,197,0.00
158.179.186.138,80,80,false,HKG,Asia Pacific,Hong Kong,197,0.00
150.230.199.118,80,80,false,HKG,Asia Pacific,Hong Kong,197,0.00
152.70.60.146,443,0,true,FRA,Europe,Frankfurt,197,0.00
129.146.83.33,8443,8443,true,LAX,North America,Los Angeles,203,0.00
130.162.171.112,443,443,true,FRA,Europe,Frankfurt,204,0.00
129.146.243.241,443,0,true,LAX,North America,Los Angeles,204,0.00
132.226.196.201,443,443,true,FRA,Europe,Frankfurt,205,0.00
130.162.186.222,443,443,true,FRA,Europe,Frankfurt,206,0.00
